"id","writ_id","tag_name","标签内容","父项id","开始时间","修改时间","数据导入类型，是否是本系统生成的数据 默认0 ","地区编码","操作类型","uuid","分类分级","加载时间","数据导入类型，是否是本系统生成的数据 默认0 ","地区编码"
WSE320000977953343911497738,WS320000977952353950896128,tag8Item,是否对承包单位、承租单位的安全生产工作统一协调、管理，是否定期进行安全检查,"0",2025-06-20 15:17:28.000,2025-06-20 15:17:28.000,"0","320500",i,"789b79dd-4df7-11f0-b4a9-fa163e11a32f","1",Sat Jun 21 01:35:17 CST 2025,,苏州市
WSE320000977953343911497739,WS320000977952353950896128,tag8Item,特种作业人员是否按照规定经专门的安全作业培训并取得相应资格，上岗作业,"0",2025-06-20 15:17:28.000,2025-06-20 15:17:28.000,"0","320500",i,"789b7a0d-4df7-11f0-b4a9-fa163e11a32f","1",Sat Jun 21 01:35:17 CST 2025,,苏州市
WSE320000977953343911497740,WS320000977952353950896128,tag8Item,金属冶炼企业主要负责人、安全生产管理人员是否按照规定经考核合格,"0",2025-06-20 15:17:28.000,2025-06-20 15:17:28.000,"0","320500",i,"789b7a38-4df7-11f0-b4a9-fa163e11a32f","1",Sat Jun 21 01:35:17 CST 2025,,苏州市
WSE320000977953343911497741,WS320000977952353950896128,tag8Item,直接关系生产安全的监控、报警、防护等设施、设备、装置，是否保证正常运行、使用，是否失效或者无效,"0",2025-06-20 15:17:28.000,2025-06-20 15:17:28.000,"0","320500",i,"789b7a66-4df7-11f0-b4a9-fa163e11a32f","1",Sat Jun 21 01:35:17 CST 2025,,苏州市
WSE320000977953343911497742,WS320000977952353950896128,tag8Item,铸造用熔炼炉、精炼炉、压铸机、氧枪的冷却水系统是否设置出水温度、进出水流量差监测报警装置，或者监测报警装置是否与熔融金属加热、输送控制系统联锁的,"0",2025-06-20 15:17:28.000,2025-06-20 15:17:28.000,"0","320500",i,"789b7a94-4df7-11f0-b4a9-fa163e11a32f","1",Sat Jun 21 01:35:17 CST 2025,,苏州市
WSE320000977953343911497743,WS320000977952353950896128,tag8Item,使用可燃性有机溶剂清洗设备设施、工装器具、地面时，是否采取防止可燃气体在周边密闭或者半密闭空间内积聚措施的,"0",2025-06-20 15:17:28.000,2025-06-20 15:17:28.000,"0","320500",i,"789b7ac3-4df7-11f0-b4a9-fa163e11a32f","1",Sat Jun 21 01:35:17 CST 2025,,苏州市
WSE320000977953343911497744,WS320000977952353950896128,tag8Item,生产期间铸造用熔炼炉、精炼炉、保温炉的炉底、炉坑和事故坑，以及熔融金属泄漏、喷溅影响范围内的炉前平台、炉基区域、造型地坑、浇注作业坑和熔融金属转运通道等8类区域是否存在积水的,"0",2025-06-20 15:17:28.000,2025-06-20 15:17:28.000,"0","320500",i,"789b7aef-4df7-11f0-b4a9-fa163e11a32f","1",Sat Jun 21 01:35:17 CST 2025,,苏州市
WSE320000977953343911497745,WS320000977952353950896128,tag8Item,使用煤气（天然气）的燃烧装置的燃气总管是否设置管道压力监测报警装置，监测报警装置是否与紧急自动切断装置联锁，燃烧装置是否设置火焰监测和熄火保护系统的,"0",2025-06-20 15:17:28.000,2025-06-20 15:17:28.000,"0","320500",i,"789b7b21-4df7-11f0-b4a9-fa163e11a32f","1",Sat Jun 21 01:35:17 CST 2025,,苏州市
WSE320000977953343911497746,WS320000977952353950896128,tag8Item,铸造用熔炼炉、精炼炉、保温炉是否设置紧急排放和应急储存设施的,"0",2025-06-20 15:17:28.000,2025-06-20 15:17:28.000,"0","320500",i,"789b7b50-4df7-11f0-b4a9-fa163e11a32f","1",Sat Jun 21 01:35:17 CST 2025,,苏州市
WSE320000977953343911497747,WS320000977952353950896128,tag8Item,会议室、活动室、休息室、更衣室、交接班室等5类人员聚集场所是否设置在熔融金属吊运跨或者浇注跨的地坪区域内的,"0",2025-06-20 15:17:28.000,2025-06-20 15:17:28.000,"0","320500",i,"789b7b7d-4df7-11f0-b4a9-fa163e11a32f","1",Sat Jun 21 01:35:17 CST 2025,,苏州市
WSE320000977953343911497748,WS320000977952353950896128,tag8Item,使用非水性漆的调漆间、喷漆室是否设置固定式可燃气体浓度监测报警装置或者通风设施的,"0",2025-06-20 15:17:28.000,2025-06-20 15:17:28.000,"0","320500",i,"789b7baa-4df7-11f0-b4a9-fa163e11a32f","1",Sat Jun 21 01:35:17 CST 2025,,苏州市
WSE320000977953343911497749,WS320000977952353950896128,tag8Item,企业主要负责人是否有效建立健全本单位安全生产责任制并对落实情况进行监督考核,"0",2025-06-20 15:17:28.000,2025-06-20 15:17:28.000,"0","320500",i,"789b7bd5-4df7-11f0-b4a9-fa163e11a32f","1",Sat Jun 21 01:35:17 CST 2025,,苏州市
WSE320000977953343911497750,WS320000977952353950896128,tag8Item,是否按规定开展安全生产教育培训并告知有关的安全生产事项（违反《中华人民共和国安全生产法》规定）,"0",2025-06-20 15:17:28.000,2025-06-20 15:17:28.000,"0","320500",i,"789b7c06-4df7-11f0-b4a9-fa163e11a32f","1",Sat Jun 21 01:35:17 CST 2025,,苏州市
WSE320000977953343911497751,WS320000977952353950896128,tag8Item,是否按规定开展安全生产教育培训并告知有关的安全生产事项（违反《江苏省安全生产条例》规定）,"0",2025-06-20 15:17:28.000,2025-06-20 15:17:28.000,"0","320500",i,"789b7c35-4df7-11f0-b4a9-fa163e11a32f","1",Sat Jun 21 01:35:17 CST 2025,,苏州市
WSE320000977953343911497752,WS320000977952353950896128,tag8Item,特种作业人员是否按规定经专门的安全作业培训并取得相应资格，上岗作业,"0",2025-06-20 15:17:28.000,2025-06-20 15:17:28.000,"0","320500",i,"789b7c60-4df7-11f0-b4a9-fa163e11a32f","1",Sat Jun 21 01:35:17 CST 2025,,苏州市
WSE320000977953343911497753,WS320000977952353950896128,tag8Item,是否建立健全事故隐患排查制度，采取技术、管理措施，及时发现并消除事故隐患,"0",2025-06-20 15:17:28.000,2025-06-20 15:17:28.000,"0","320500",i,"789b7c8e-4df7-11f0-b4a9-fa163e11a32f","1",Sat Jun 21 01:35:17 CST 2025,,苏州市
WSE320000977953343911497754,WS320000977952353950896128,tag8Item,是否按规定设置安全生产管理机构或者配备安全生产管理人员,"0",2025-06-20 15:17:28.000,2025-06-20 15:17:28.000,"0","320500",i,"789b7cc1-4df7-11f0-b4a9-fa163e11a32f","1",Sat Jun 21 01:35:17 CST 2025,,苏州市
WSE320000977953343911497755,WS320000977952353950896128,tag8Item,是否为从业人员提供符合国家或行业标准的安全防护用品,"0",2025-06-20 15:17:28.000,2025-06-20 15:17:28.000,"0","320500",i,"789b7cf1-4df7-11f0-b4a9-fa163e11a32f","1",Sat Jun 21 01:35:17 CST 2025,,苏州市
WSE320000977953343911497756,WS320000977952353950896128,tag8Item,企业是否关闭、破坏直接关系生产安全的监控、报警、防护、救生设备、设施，或者篡改、隐瞒、销毁其相关数据、信息,"0",2025-06-20 15:17:28.000,2025-06-20 15:17:28.000,"0","320500",i,"789b7d20-4df7-11f0-b4a9-fa163e11a32f","1",Sat Jun 21 01:35:17 CST 2025,,苏州市
WSE320000977953343911497757,WS320000977952353950896128,tag8Item,工业企业是否建立安全风险辨识管控制度,"0",2025-06-20 15:17:28.000,2025-06-20 15:17:28.000,"0","320500",i,"789b7d4b-4df7-11f0-b4a9-fa163e11a32f","1",Sat Jun 21 01:35:17 CST 2025,,苏州市
WSE320000977953343911497758,WS320000977952353950896128,tag8Item,工业企业是否进行较大以上安全风险公示或者未设置重大安全风险警示牌,"0",2025-06-20 15:17:28.000,2025-06-20 15:17:28.000,"0","320500",i,"789b7d76-4df7-11f0-b4a9-fa163e11a32f","1",Sat Jun 21 01:35:17 CST 2025,,苏州市
WSE320000977953343911497759,WS320000977952353950896128,tag8Item,工业企业是否将安全风险管控纳入年度安全生产教育培训计划或者未组织实施,"0",2025-06-20 15:17:28.000,2025-06-20 15:17:28.000,"0","320500",i,"789b7da3-4df7-11f0-b4a9-fa163e11a32f","1",Sat Jun 21 01:35:17 CST 2025,,苏州市
WSE320000977953343911497760,WS320000977952353950896128,tag8Item,生产经营单位是否按照《江苏省生产经营单位安全风险管理条例》的规定，定期报告较大以上安全风险的,"0",2025-06-20 15:17:28.000,2025-06-20 15:17:28.000,"0","320500",i,"789b7e05-4df7-11f0-b4a9-fa163e11a32f","1",Sat Jun 21 01:35:17 CST 2025,,苏州市
WSE320000977953343911497761,WS320000977952353950896128,tag8Item,工业企业是否建立安全风险档案,"0",2025-06-20 15:17:28.000,2025-06-20 15:17:28.000,"0","320500",i,"789b7e37-4df7-11f0-b4a9-fa163e11a32f","1",Sat Jun 21 01:35:17 CST 2025,,苏州市
WSE320000977953343911497762,WS320000977952353950896128,tag8Item,生产经营单位是否与承包单位、承租单位签订专门的安全生产管理协议或者是否在承包合同、租赁合同中明确各自的安全生产管理职责，或者是否对承包单位、承租单位的安全生产工作统一协调、管理,"0",2025-06-20 15:17:28.000,2025-06-20 15:17:28.000,"0","320500",i,"789b7e63-4df7-11f0-b4a9-fa163e11a32f","1",Sat Jun 21 01:35:17 CST 2025,,苏州市
WSE320000977953343911497763,WS320000977952353950896128,tag8Item,生产经营单位使用被派遣劳动者的，是否将被派遣劳动者纳入本单位从业人员统一管理，是否对被派遣劳动者进行岗位安全操作规程和安全操作技能的教育和培训（违反《中华人民共和国安全生产法》规定）,"0",2025-06-20 15:17:28.000,2025-06-20 15:17:28.000,"0","320500",i,"789b7e90-4df7-11f0-b4a9-fa163e11a32f","1",Sat Jun 21 01:35:17 CST 2025,,苏州市
WSE320000977953343911497764,WS320000977952353950896128,tag8Item,生产经营单位使用被派遣劳动者的，未将被派遣劳动者纳入本单位从业人员统一管理，未对被派遣劳动者进行岗位安全操作规程和安全操作技能的教育和培训（违反《江苏省安全生产条例》规定）,"0",2025-06-20 15:17:28.000,2025-06-20 15:17:28.000,"0","320500",i,"789b7ebc-4df7-11f0-b4a9-fa163e11a32f","1",Sat Jun 21 01:35:17 CST 2025,,苏州市
WSE320000977953343911497765,WS320000977952353950896128,tag1,（苏苏）应急检查〔2025〕30号,"0",2025-06-20 15:17:28.000,2025-06-20 15:17:28.000,"0","320500",i,"789b7ee8-4df7-11f0-b4a9-fa163e11a32f","1",Sat Jun 21 01:35:17 CST 2025,,苏州市
WSE3205001000003976785039360,WS320500999999760465137664,tag3Item,仓库应辨识为较大风险“储存场所易燃、可燃物料燃烧（非危险化学品）”，不符合《江苏省生产经营单位安全风险管理条例》第十条“生产经营单位在辨识安全风险过程中，应当对照目录排查、确定较大以上安全风险，不得遗漏。对辨识出的较大以上安全风险，即使采取管控措施降低风险的，仍然应当按照目录确定安全风险等级。”的规定，标准依据：《江苏省生产经营单位安全风险管理条例》第十条“生产经营单位在辨识安全风险过程中，应当对照目录排查、确定较大以上安全风险，不得遗漏。对辨识出的较大以上安全风险，即使采取管控措施降低风险的，仍然应当按照目录确定安全风险等级。”的规定,,2025-08-20 11:38:48.000,2025-08-20 11:38:48.000,"0","320500",i,ff4c29ca-7de5-11f0-b4a9-fa163e11a32f,"1",Thu Aug 21 01:35:07 CST 2025,,苏州市
WSE3205001000003976801816576,WS320500999999760465137664,tag2,富泰克精密注塑（苏州）有限公司,,2025-08-20 11:38:48.000,2025-08-20 11:38:48.000,"0","320500",i,ff4c29ff-7de5-11f0-b4a9-fa163e11a32f,"1",Thu Aug 21 01:35:07 CST 2025,,苏州市
WSE3205001000003976814399488,WS320500999999760465137664,tag6,苏州工业园区管理委员会,,2025-08-20 11:38:48.000,2025-08-20 11:38:48.000,"0","320500",i,ff4c2a2d-7de5-11f0-b4a9-fa163e11a32f,"1",Thu Aug 21 01:35:07 CST 2025,,苏州市
WSE3205001000003976822788096,WS320500999999760465137664,tag7,苏州市应急管理局,,2025-08-20 11:38:48.000,2025-08-20 11:38:48.000,"0","320500",i,ff4c2a62-7de5-11f0-b4a9-fa163e11a32f,"1",Thu Aug 21 01:35:07 CST 2025,,苏州市
WSE3205001000003976835371008,WS320500999999760465137664,tag8,苏州市吴中区人民法院,,2025-08-20 11:38:48.000,2025-08-20 11:38:48.000,"0","320500",i,ff4c2a8a-7de5-11f0-b4a9-fa163e11a32f,"1",Thu Aug 21 01:35:07 CST 2025,,苏州市
WSE3205001000003976843759616,WS320500999999760465137664,entity1-col1,"1",,2025-08-20 11:38:48.000,2025-08-20 11:38:48.000,"0","320500",i,ff4c2b57-7de5-11f0-b4a9-fa163e11a32f,"1",Thu Aug 21 01:35:07 CST 2025,,苏州市
WSE3205001000003976852148224,WS320500999999760465137664,entity1-col2,"2025年09月01日",,2025-08-20 11:38:48.000,2025-08-20 11:38:48.000,"0","320500",i,ff4c2b8d-7de5-11f0-b4a9-fa163e11a32f,"1",Thu Aug 21 01:35:07 CST 2025,,苏州市
WSE3205001000003976864731136,WS320500999999760465137664,writTypeName,责令限期整改指令书,,2025-08-20 11:22:03.000,2025-08-20 11:22:03.000,"0","320500",i,ff4c2bbf-7de5-11f0-b4a9-fa163e11a32f,"1",Thu Aug 21 01:35:07 CST 2025,,苏州市
WSE3205001000003976877314048,WS320500999999760465137664,tag1,（苏苏园）应急责改〔2025〕410号,,2025-08-20 11:38:48.000,2025-08-20 11:38:48.000,"0","320500",i,ff4c2be8-7de5-11f0-b4a9-fa163e11a32f,"1",Thu Aug 21 01:35:07 CST 2025,,苏州市
WSE3205001000006738260267008,WS3205001000006738096689152,tag2,霍尼韦尔特性材料和技术（中国）有限公司,"0",2025-08-20 11:49:47.000,2025-08-20 11:49:47.000,"0","320500",i,febf1548-7de5-11f0-b4a9-fa163e11a32f,"1",Thu Aug 21 01:35:07 CST 2025,,苏州市
WSE3205001000006738260267009,WS3205001000006738096689152,tag3,江苏扬子江国际化学工业园南海路50号,"0",2025-08-20 11:49:47.000,2025-08-20 11:49:47.000,"0","320500",i,febf168e-7de5-11f0-b4a9-fa163e11a32f,"1",Thu Aug 21 01:35:07 CST 2025,,苏州市
WSE3205001000006738260267010,WS3205001000006738096689152,tag4,孙建能,"0",2025-08-20 11:49:47.000,2025-08-20 11:49:47.000,"0","320500",i,febf16e8-7de5-11f0-b4a9-fa163e11a32f,"1",Thu Aug 21 01:35:07 CST 2025,,苏州市
WSE3205001000006738260267011,WS3205001000006738096689152,tag5,法人代表,"0",2025-08-20 11:49:47.000,2025-08-20 11:49:47.000,"0","320500",i,febf1753-7de5-11f0-b4a9-fa163e11a32f,"1",Thu Aug 21 01:35:07 CST 2025,,苏州市
WSE3205001000006738260267012,WS3205001000006738096689152,tag6,"021-80388888","0",2025-08-20 11:49:47.000,2025-08-20 11:49:47.000,"0","320500",i,febf17af-7de5-11f0-b4a9-fa163e11a32f,"1",Thu Aug 21 01:35:07 CST 2025,,苏州市
WSE3205001000006738260267013,WS3205001000006738096689152,tag7,安全生产台账资料,"0",2025-08-20 11:49:47.000,2025-08-20 11:49:47.000,"0","320500",i,febf1927-7de5-11f0-b4a9-fa163e11a32f,"1",Thu Aug 21 01:35:07 CST 2025,,苏州市
WSE3205001000006738260267014,WS3205001000006738096689152,tag8,"2025年08月20日09时17分","0",2025-08-20 11:49:47.000,2025-08-20 11:49:47.000,"0","320500",i,febf197d-7de5-11f0-b4a9-fa163e11a32f,"1",Thu Aug 21 01:35:07 CST 2025,,苏州市
WSE3205001000006738260267015,WS3205001000006738096689152,tag9,"2025年08月20日11时11分","0",2025-08-20 11:49:47.000,2025-08-20 11:49:47.000,"0","320500",i,febf19e2-7de5-11f0-b4a9-fa163e11a32f,"1",Thu Aug 21 01:35:07 CST 2025,,苏州市
WSE3205001000006738260267016,WS3205001000006738096689152,tag10,张家港市应急管理局,"0",2025-08-20 11:49:47.000,2025-08-20 11:49:47.000,"0","320500",i,febf1a17-7de5-11f0-b4a9-fa163e11a32f,"1",Thu Aug 21 01:35:07 CST 2025,,苏州市
WSE3205001000006738260267017,WS3205001000006738096689152,tag11,周洋、邹昊阳,"0",2025-08-20 11:49:47.000,2025-08-20 11:49:47.000,"0","320500",i,febf1a41-7de5-11f0-b4a9-fa163e11a32f,"1",Thu Aug 21 01:35:07 CST 2025,,苏州市
WSE3205001000006738260267018,WS3205001000006738096689152,tag12,"10050724056、10050724039","0",2025-08-20 11:49:47.000,2025-08-20 11:49:47.000,"0","320500",i,febf1a6d-7de5-11f0-b4a9-fa163e11a32f,"1",Thu Aug 21 01:35:07 CST 2025,,苏州市
WSE3205001000006738260267019,WS3205001000006738096689152,tag13,"2025年8月20日，张家港市应急局执法人员对霍尼韦尔特性材料和技术（中国）有限公司进行执法检查，发现如下问题：","0",2025-08-20 11:49:47.000,2025-08-20 11:49:47.000,"0","320500",i,febf1a9b-7de5-11f0-b4a9-fa163e11a32f,"1",Thu Aug 21 01:35:07 CST 2025,,苏州市
WSE3205001000006738260267020,WS3205001000006738096689152,tag14Item,隐患排查奖励机制相关条款表述不规范，标准依据：《企业安全文化建设导则》AQ/T9004-2008,"0",2025-08-20 11:49:47.000,2025-08-20 11:49:47.000,"0","320500",i,febf1adb-7de5-11f0-b4a9-fa163e11a32f,"1",Thu Aug 21 01:35:07 CST 2025,,苏州市
WSE3205001000006738260267021,WS3205001000006738096689152,tag14Item,查2025安全费用支出明细，台账中有各类生活用品支出，需增加与安全相关的说明，标准依据：《企业安全生产费用提 取和使用管理办法》（财资 〔2022） 136 号）第四十六条,"0",2025-08-20 11:49:47.000,2025-08-20 11:49:47.000,"0","320500",i,febf1b09-7de5-11f0-b4a9-fa163e11a32f,"1",Thu Aug 21 01:35:07 CST 2025,,苏州市
WSE3205001000006738260267022,WS3205001000006738096689152,tag14Item,安全生产信息管理制度中未明确主责部门，标准依据：《危险化学品企业安全风险隐患排查治理导则》（应急〔2019)78号),"0",2025-08-20 11:49:47.000,2025-08-20 11:49:47.000,"0","320500",i,febf1b37-7de5-11f0-b4a9-fa163e11a32f,"1",Thu Aug 21 01:35:07 CST 2025,,苏州市
WSE3205001000006738260267023,WS3205001000006738096689152,tag1,（苏苏张）应急现记〔2025〕687号,"0",2025-08-20 11:49:47.000,2025-08-20 11:49:47.000,"0","320500",i,febf1b63-7de5-11f0-b4a9-fa163e11a32f,"1",Thu Aug 21 01:35:07 CST 2025,,苏州市
WSE3205001000009202426449920,WS3205001000009202246094848,tag3Item,隐患排查奖励机制相关条款表述不规范，标准依据：《企业安全文化建设导则》AQ/T9004-2008,,2025-08-20 11:59:34.000,2025-08-20 11:59:34.000,"0","320500",i,febf1c08-7de5-11f0-b4a9-fa163e11a32f,"1",Thu Aug 21 01:35:07 CST 2025,,苏州市
WSE3205001000009202439032832,WS3205001000009202246094848,tag3Item,查2025安全费用支出明细，台账中有各类生活用品支出，需增加与安全相关的说明，标准依据：《企业安全生产费用提 取和使用管理办法》（财资 〔2022） 136 号）第四十六条,,2025-08-20 11:59:34.000,2025-08-20 11:59:34.000,"0","320500",i,febf1c37-7de5-11f0-b4a9-fa163e11a32f,"1",Thu Aug 21 01:35:07 CST 2025,,苏州市
WSE3205001000009202451615744,WS3205001000009202246094848,tag3Item,安全生产信息管理制度中未明确主责部门，标准依据：《危险化学品企业安全风险隐患排查治理导则》（应急〔2019)78号),,2025-08-20 11:59:34.000,2025-08-20 11:59:34.000,"0","320500",i,febf1c65-7de5-11f0-b4a9-fa163e11a32f,"1",Thu Aug 21 01:35:07 CST 2025,,苏州市
WSE3205001000009202460004352,WS3205001000009202246094848,tag2,霍尼韦尔特性材料和技术（中国）有限公司,,2025-08-20 11:59:34.000,2025-08-20 11:59:34.000,"0","320500",i,febf1c92-7de5-11f0-b4a9-fa163e11a32f,"1",Thu Aug 21 01:35:07 CST 2025,,苏州市
WSE3205001000009202468392960,WS3205001000009202246094848,tag6,张家港市人民政府,,2025-08-20 11:59:34.000,2025-08-20 11:59:34.000,"0","320500",i,febf1cbf-7de5-11f0-b4a9-fa163e11a32f,"1",Thu Aug 21 01:35:07 CST 2025,,苏州市
WSE3205001000009202480975872,WS3205001000009202246094848,tag7,苏州市应急管理局,,2025-08-20 11:59:34.000,2025-08-20 11:59:34.000,"0","320500",i,febf1cee-7de5-11f0-b4a9-fa163e11a32f,"1",Thu Aug 21 01:35:07 CST 2025,,苏州市
WSE3205001000009202489364480,WS3205001000009202246094848,tag8,常熟市人民法院,,2025-08-20 11:59:34.000,2025-08-20 11:59:34.000,"0","320500",i,febf1d9f-7de5-11f0-b4a9-fa163e11a32f,"1",Thu Aug 21 01:35:07 CST 2025,,苏州市
WSE3205001000009202501947392,WS3205001000009202246094848,entity1-col1,"1、2、3",,2025-08-20 11:59:34.000,2025-08-20 11:59:34.000,"0","320500",i,febf1e81-7de5-11f0-b4a9-fa163e11a32f,"1",Thu Aug 21 01:35:07 CST 2025,,苏州市
WSE3205001000009202518724608,WS3205001000009202246094848,entity1-col2,"2025年09月20日",,2025-08-20 11:59:34.000,2025-08-20 11:59:34.000,"0","320500",i,febf1eb0-7de5-11f0-b4a9-fa163e11a32f,"1",Thu Aug 21 01:35:07 CST 2025,,苏州市
WSE3205001000009202531307520,WS3205001000009202246094848,tag1,（苏苏张）应急责改〔2025〕399号,,2025-08-20 11:59:34.000,2025-08-20 11:59:34.000,"0","320500",i,febf1ede-7de5-11f0-b4a9-fa163e11a32f,"1",Thu Aug 21 01:35:07 CST 2025,,苏州市
WSE3205001000009202539696128,WS3205001000009202246094848,writTypeName,责令限期整改指令书,,2025-08-20 11:59:34.000,2025-08-20 11:59:34.000,"0","320500",i,febf1f0a-7de5-11f0-b4a9-fa163e11a32f,"1",Thu Aug 21 01:35:07 CST 2025,,苏州市
WSE3205001000028676588310528,WS3205001000028676043051008,tag2,张家港市葛武彩钢夹芯板有限公司未组织开展安全风险辨识评估案,,2025-08-20 13:16:57.000,2025-08-20 13:16:57.000,"0","320500",i,febf1f97-7de5-11f0-b4a9-fa163e11a32f,"1",Thu Aug 21 01:35:07 CST 2025,,苏州市
WSE3205001000028676747694080,WS3205001000028676043051008,tag3,张家港市葛武彩钢夹芯板有限公司,,2025-08-20 13:16:57.000,2025-08-20 13:16:57.000,"0","320500",i,febf1fc3-7de5-11f0-b4a9-fa163e11a32f,"1",Thu Aug 21 01:35:07 CST 2025,,苏州市
WSE3205001000028676768665600,WS3205001000028676043051008,tag10,,,2025-08-20 13:16:57.000,2025-08-20 13:16:57.000,"0","320500",i,febf1fec-7de5-11f0-b4a9-fa163e11a32f,"1",Thu Aug 21 01:35:07 CST 2025,,苏州市
WSE3205001000028676798025728,WS3205001000028676043051008,entity1-col1,（苏苏张）应急告〔2025〕120号,,2025-08-20 13:16:57.000,2025-08-20 13:16:57.000,"0","320500",i,febf2016-7de5-11f0-b4a9-fa163e11a32f,"1",Thu Aug 21 01:35:07 CST 2025,,苏州市
WSE3205001000028676818997248,WS3205001000028676043051008,entity1-col2,张家港保税区滨江大厦A座803室,,2025-08-20 13:16:57.000,2025-08-20 13:16:57.000,"0","320500",i,febf2040-7de5-11f0-b4a9-fa163e11a32f,"1",Thu Aug 21 01:35:07 CST 2025,,苏州市
WSE3205001000028676844163072,WS3205001000028676043051008,entity1-col3,"2025年08月20日",,2025-08-20 13:16:57.000,2025-08-20 13:16:57.000,"0","320500",i,febf2069-7de5-11f0-b4a9-fa163e11a32f,"1",Thu Aug 21 01:35:07 CST 2025,,苏州市
WSE3205001000028676865134592,WS3205001000028676043051008,entity1-col4,直接送达,,2025-08-20 13:16:57.000,2025-08-20 13:16:57.000,"0","320500",i,febf2093-7de5-11f0-b4a9-fa163e11a32f,"1",Thu Aug 21 01:35:07 CST 2025,,苏州市
WSE3205001000028676890300416,WS3205001000028676043051008,entity1-col5,,,2025-08-20 13:16:57.000,2025-08-20 13:16:57.000,"0","320500",i,febf20bc-7de5-11f0-b4a9-fa163e11a32f,"1",Thu Aug 21 01:35:07 CST 2025,,苏州市
WSE3205001000028676919660544,WS3205001000028676043051008,entity1-col6,,,2025-08-20 13:16:57.000,2025-08-20 13:16:57.000,"0","320500",i,febf20e5-7de5-11f0-b4a9-fa163e11a32f,"1",Thu Aug 21 01:35:07 CST 2025,,苏州市
WSE3205001000028676953214976,WS3205001000028676043051008,tag1,（苏苏张）应急回〔2025〕120号,,2025-08-20 13:16:57.000,2025-08-20 13:16:57.000,"0","320500",i,febf210e-7de5-11f0-b4a9-fa163e11a32f,"1",Thu Aug 21 01:35:07 CST 2025,,苏州市
WSE3205001000028676974186496,WS3205001000028676043051008,writTypeName,行政处罚告知书送达回执,,2025-08-20 13:16:57.000,2025-08-20 13:16:57.000,"0","320500",i,febf2138-7de5-11f0-b4a9-fa163e11a32f,"1",Thu Aug 21 01:35:07 CST 2025,,苏州市
WSE3205001000030574720585728,WS3205001000030574108217344,tag2,苏州伊涵日用化学品有限公司,"0",2025-08-20 13:24:30.000,2025-08-20 13:24:30.000,"0","320500",i,febf21b2-7de5-11f0-b4a9-fa163e11a32f,"1",Thu Aug 21 01:35:07 CST 2025,,苏州市
