"主键","创建者","create_time","更新者","update_time","排序","是否删除  -1：已删除  0：正常","父级部门id","虚拟标识：存在一个虚拟的部门，用来查询所有下级部门中的数据；","部门编码","部门名称","简称","区域名称","部门地址","government","人名政府地址","bureau","复议安监局地址","court","诉讼人民法院地址","bank","缴纳银行地址","bank_account","邮政编码","级别","部门全称","地图id","1 公章 1 执法专用章","writ_dept_name","数据导入类型,是否是本系统生成的数据 默认0 ","地区编码","操作类型","uuid","分类分级","加载时间","是否删除名称-1:已删除,0:正常","部门编码名称","邮政编码名称","级别名称","数据导入类型名称,是否是本系统生成的数据,默认0 ","地区编码名称"
DEPT320500280739762849976320,"1",2020-08-05 21:59:46.000,"1",2022-08-25 22:45:19.000,46,-1,"320506",1,"320506460000",苏州市吴中区郭巷街道综合执法局,苏苏吴郭,,苏州市吴中区越溪塔韵路苏街198号,苏州市吴中区人民政府,苏州市吴中区太湖东路288号,苏州市应急管理局,苏州市姑苏区虎丘路88号,有管辖权的人民法院,苏州市姑苏区金储街298号,工商银行吴中支行,吴中区东吴北路18号,"1102026209000058227","215104","4",苏州市吴中区应急管理局,,,苏州市吴中区应急管理局,"320500","320500",i,"090f8d82-b2fc-11eb-bca6-fa163e11a32f","1","2026-03-12 01:00:10",,,,,,苏州市
DEPT320500282957864165707776,"1",2020-08-05 21:59:46.000,"1",2026-01-17 22:39:56.000,1,"0","320583",1,"320583010000",局领导,苏苏昆,,昆山市夏东街689号A栋,昆山市人民政府,昆山市前进西路1801号B栋609,苏州市应急管理局,苏州市虎丘路88号,常熟市人民法院,张家港市人民东路100号,中国建设银行股份有限公司昆山分行营业部,, 32201986436051511978-703201,,"4",昆山市应急管理局,,,昆山市应急管理局,"320500","320500",u,"090f911f-b2fc-11eb-bca6-fa163e11a32f","1","2026-03-12 01:00:10",,,,,,苏州市
DEPT320500287532829661728768,"1",2020-08-05 21:59:46.000,"1",2026-01-17 22:39:57.000,43,"0","320585",1,"320585460000",城厢镇,苏苏太厢,,,太仓市人民政府,苏州市太仓市高新区县府东街99号,苏州市应急管理局,苏州市姑苏区虎丘路88号,常熟市人民法院,苏州市昆山市前进东路1258号,工商银行太仓支行,苏州市太仓市上海东路10号,"1102024009000120000","215400","4",城厢镇综合执法办,,,太仓市应急管理局,"320500","320500",u,"090f9618-b2fc-11eb-bca6-fa163e11a32f","1","2026-03-12 01:00:10",,,,,,苏州市
"320501050000",,2020-08-05 21:59:46.000,"1",2021-12-20 20:21:41.000,16,-1,"320501",0,"320501160000",消防协调处,苏苏,江苏省应急厅,苏州工业园区现代大道999号现代大厦六楼,苏州市人民政府,苏州市姑苏区三香路998号,江苏省应急管理厅,南京市鼓楼区北京西路15号,姑苏区人民法院,苏州市姑苏区金储街298号,工行,无,无,"215011","4",苏州市应急管理局,,,苏州市应急管理局,"320500","320500",u,"090eea84-b2fc-11eb-bca6-fa163e11a32f","1","2026-03-12 01:00:10",,,,,,苏州市
"80c5ee10-707f-4a07-a161-68643e9f6635",,2021-04-15 10:41:33.000,"1",2026-01-17 22:39:54.000,50007,"0","320509",0,"320509011300",法宣科,苏苏江,吴江区,苏州市吴江区永康路536号,苏州市吴江区人民政府,,苏州市应急管理局,,苏州市吴中区人民法院,,苏州农村商业银行营业部（原名：吴江农村商业银行）,,"0706678011120100448577","215200","4",苏州市吴江区应急管理局,,"1",苏州市吴江区应急管理局,"320500","320500",u,"090f7be7-b2fc-11eb-bca6-fa163e11a32f","1","2026-03-12 01:00:10",,,,,,苏州市
"320585020000",,2020-08-05 21:59:46.000,"1",2020-11-26 00:58:29.000,46,-1,"320585",0,"320585460000",安监办,苏苏太,苏州市应急管理局,苏州市太仓市高新区县府东街99号,太仓市人民政府,苏州市太仓市高新区县府东街99号,苏州市应急管理局,苏州市姑苏区虎丘路88号,昆山市人民法院,苏州市昆山市前进东路1258号,工商银行太仓支行,苏州市太仓市上海东路10号,"1102024009000121073
","215400","6",太仓市应急管理局,,,太仓市应急管理局,"0","320500",u,"090efb80-b2fc-11eb-bca6-fa163e11a32f","1","2026-03-12 01:00:10",,,,,,苏州市
"45706eda-5300-4abc-b63b-1d5f501d7a94",,2021-05-11 09:41:12.000,"1",2026-01-27 17:40:10.000,50110,"0","320509",0,"320509020200",江陵街道综合行政执法和安全生产监督管理办公室,苏苏江开江,江陵街道,,苏州市吴江区人民政府,,苏州市应急管理局,,苏州市吴中区人民法院,,,,,"215200","4",苏州市吴江区人民政府江陵街道办事处,,"2",苏州市吴江区人民政府江陵街道办事处,"320500","320500",u,"090f7b9c-b2fc-11eb-bca6-fa163e11a32f","1","2026-03-12 01:00:10",,,,,,苏州市
DEPT320500415832151930441728,"1",2021-03-22 11:28:32.000,"1",2026-01-17 22:39:58.000,6,"0","320508",1,"320508070000",执法处,苏苏姑,,苏州市姑苏区西环路2115号,姑苏区人民政府,,苏州市应急管理局,,吴中区人民法院,,中国工商银行苏州分行 ,,执法机构代码：10441001,"215000","4",苏州市姑苏区应急管理局,,,苏州市姑苏区综合行政执法局,"320500","320500",u,"090f9a74-b2fc-11eb-bca6-fa163e11a32f","1","2026-03-12 01:00:10",,,,,,苏州市
DEPT320500379218835581964288,"1",2020-12-11 10:40:17.000,,2022-08-25 22:45:20.000,9,-1,"320581",1,"320581090000",风险监测和综合减灾科,苏苏常,,常熟市富阳路8号,常熟市人民政府,,苏州市应急管理局,,姑苏区人民法院,,农业银行常熟支行,,"""常熟市财政局罚没收入专户执法单位编码：007001""","215500","4",常熟市应急管理局,,,常熟市应急管理局,"320500","320500",i,"090f9754-b2fc-11eb-bca6-fa163e11a32f","1","2026-03-12 01:00:10",,,,,,苏州市
DEPT320500283041855321411584,"1",2020-08-05 21:59:46.000,"1",2026-01-17 22:39:56.000,45,"0","320583",1,"320583450000",周庄镇综合行政执法局,苏苏昆庄,,,昆山市人民政府,昆山市前进西路1801号B栋609,苏州市应急管理局,苏州市虎丘路88号,常熟市人民法院,张家港市人民东路100号,昆山农村商业银行周庄支行,,"066500471120100132794-010101",,"4",周庄镇综合行政执法局,,,昆山市应急管理局,"320500","320500",u,"090f92c5-b2fc-11eb-bca6-fa163e11a32f","1","2026-03-12 01:00:10",,,,,,苏州市
"320508",,2020-08-05 21:59:46.000,"1",2026-01-17 22:39:52.000,1,"0","3205",0,"320508",苏州市姑苏区应急管理局,苏苏姑,苏州市应急管理局,苏州市姑苏区平川路510号,姑苏区人民政府,苏州市姑苏区平川路510号,苏州市应急管理局,苏州市姑苏区虎丘路88号,吴中区人民法院,昆山市前进东路1258号,中国工商银行苏州分行 ,苏州市姑苏区阊胥路88号,"1102020209000119258
","215000","3",苏州市姑苏区应急管理局,"320508",,苏州市姑苏区应急管理局,"320500","320500",u,"090ef2ab-b2fc-11eb-bca6-fa163e11a32f","1","2026-03-12 01:00:10",,,,,,苏州市
DEPT320500280732213123747840,"1",2020-08-05 21:59:46.000,"1",2026-01-17 22:39:55.000,45,"0","320585",0,"320585420000",浏河镇,苏苏太浏,,苏州市太仓市高新区县府东街99号,太仓市人民政府,苏州市太仓市高新区县府东街99号,苏州市应急管理局,苏州市姑苏区虎丘路88号,常熟市人民法院,苏州市昆山市前进东路1258号,工商银行太仓支行,苏州市太仓市上海东路10号,"1102024009000121073","215400","4",浏河镇应急管理局,,,太仓市应急管理局,"320500","320500",u,"090f8c20-b2fc-11eb-bca6-fa163e11a32f","1","2026-03-12 01:00:10",,,,,,苏州市
"320505",,2020-08-05 21:59:46.000,"1",2026-01-17 22:39:51.000,1,"0","3205",0,"320505",苏州高新区（虎丘区）应急管理局,苏苏高,苏州市应急管理局,苏州市高新区科普路58号,苏州市虎丘区人民政府,苏州市虎丘区科普路58号,苏州市应急管理局,苏州市姑苏区虎丘路88号,苏州市姑苏区人民法院,姑苏区金储路298号,浦发银行新区支行,苏州市虎丘区狮山路8号,"89030155260000505，账户名：苏州高新区非税收入财政汇缴专户","215163","3",苏州市高新区（虎丘区）应急管理局,"320505",,苏州市高新区（虎丘区）应急管理局,"320500","320500",u,"090eebdb-b2fc-11eb-bca6-fa163e11a32f","1","2026-03-12 01:00:10",,,,,,苏州市
DEPT320506408960517558767616,"1",2021-03-03 12:23:07.000,"1",2026-01-17 22:40:00.000,47,"0","320506",1,"320506580000",太湖街道,苏苏吴,,,苏州市吴中区人民政府,,,,苏州市姑苏区人民法院,,,,,,"4",苏州市吴中区太湖街道办事处,,,苏州市吴中区太湖街道办事处,"320500","320500",u,"090f9c8f-b2fc-11eb-bca6-fa163e11a32f","1","2026-03-12 01:00:10",,,,,,苏州市
DEPT320500439062364084506624,"0effa5bb-7711-488c-916c-c23830a77bfd",2021-05-25 13:57:06.000,"1",2026-01-17 22:39:58.000,50273,"0","320509",1,"32050906101",七都镇综合执法局,苏苏江七,,苏州市吴江区七都镇七都大道1688号,苏州市吴江区人民政府,,,,苏州市吴中区人民法院,,苏州农村商业银行七都支行,,"0706678191120100683605","215200","4",苏州市吴江区七都镇综合行政执法局,,"2",苏州市吴江区七都镇人民政府,"320500","320500",u,f32a5b85-2c46-11ec-b626-fa163e11a32f,"1","2026-03-12 01:00:10",,,,,,苏州市
"320501060000",,2020-08-05 21:59:46.000,"1",2026-01-17 22:39:51.000,4,"0","320501",0,"320501040000",政策法规处,苏苏,江苏省应急厅,苏州市姑苏区虎丘路88号,苏州市人民政府,苏州市姑苏区三香路998号,江苏省应急管理厅,南京市鼓楼区北京西路15号,姑苏区人民法院,苏州市姑苏区金储街298号,工行,无,无,"215026","4",苏州市应急管理局,,,苏州市应急管理局,"320500","320500",u,"090eea95-b2fc-11eb-bca6-fa163e11a32f","1","2026-03-12 01:00:10",,,,,,苏州市
"320507060000",,2020-08-05 21:59:46.000,"1",2026-01-17 22:39:52.000,10,"0","320507",0,"320507420000",苏州市相城区澄阳街道办事处,苏苏相澄阳,苏州市应急管理局,,相城区人民政府,苏州市相城区阳澄湖东路8号行政中心主楼2号楼,,苏州市虎丘路88号,苏州市姑苏区人民法院,苏州市金储街298号,,苏州市相城区嘉元路666号,,"215131","4",苏州市相城区人民政府澄阳街道办事处,,,苏州市相城区人民政府澄阳街道办事处,"320500","320500",u,"090eefe2-b2fc-11eb-bca6-fa163e11a32f","1","2026-03-12 01:00:10",,,,,,苏州市
DEPT320500414747960853663744,"1",2021-03-19 11:40:21.000,"1",2021-12-20 20:21:45.000,17,-1,"320501",1,"320501170000",应急指挥处,苏苏,,苏州工业园区现代大道999号现代大厦六楼,苏州市人民政府,,江苏省应急管理厅,,姑苏区人民法院,,工行,,无,"215011","4",苏州市应急管理局,,,苏州市应急管理局,"320500","320500",u,"090f98d6-b2fc-11eb-bca6-fa163e11a32f","1","2026-03-12 01:00:10",,,,,,苏州市
"320507160000",,2020-08-05 21:59:46.000,"1",2026-01-17 22:39:52.000,14,"0","320507",0,"320507510000",苏州市相城区阳澄湖镇人民政府,苏苏相澄,苏州市应急管理局,苏州市相城区阳澄湖镇凤阳路280号,相城区人民政府,苏州市相城区阳澄湖东路8号行政中心主楼2号楼,,苏州市虎丘路88号,苏州市姑苏区人民法院,苏州市金储街298号,中国农业银行阳澄湖支行,苏州市相城区嘉元路666号,"10538601040000263","215138","4",苏州市相城区阳澄湖镇人民政府,,"2",苏州市相城区阳澄湖镇人民政府,"320500","320500",u,"090ef256-b2fc-11eb-bca6-fa163e11a32f","1","2026-03-12 01:00:10",,,,,,苏州市
"320583",,2020-08-05 21:59:46.000,"1",2026-01-17 22:39:54.000,1,"0","3205",0,"320583",苏州昆山市应急管理局,苏苏昆,苏州市应急管理局,昆山市前进中路167号国际大厦。,昆山市人民政府,昆山市前进西路1801号B栋609。,苏州市应急管理局,苏州市虎丘路88号。,常熟市人民法院,张家港市人民东路100号。,中国建设银行股份有限公司昆山分行营业部,昆山市, 32201986436051511978-703201,"215300","3",昆山市应急管理局,"320583",,昆山市应急管理局,"320500","320500",u,"090efaca-b2fc-11eb-bca6-fa163e11a32f","1","2026-03-12 01:00:10",,,,,,苏州市
"320506010000",,2020-08-05 21:59:46.000,"1",2020-11-26 00:58:29.000,51,-1,"320506",0,"320506510000",安监办,苏苏吴,苏州市应急管理局,苏州市吴中区越溪塔韵路苏街198号,苏州市吴中区人民政府,苏州市吴中区太湖东路288号,苏州市应急管理局,苏州市姑苏区虎丘路88号,苏州市姑苏区人民法院,苏州市姑苏区金储街298号,工商银行吴中支行,吴中区东吴北路18号,"1102026209000058227
","215104","6",苏州市吴中区应急管理局,,,苏州市吴中区应急管理局,"0","320500",u,"090eed21-b2fc-11eb-bca6-fa163e11a32f","1","2026-03-12 01:00:10",,,,,,苏州市
DEPT320500325626092729667584,USER3205190,2020-08-05 21:59:46.000,USER3205198,2026-01-17 22:39:57.000,18,"0","320507",1,"320507530000",苏州市相城区黄桥街道办事处,苏苏相黄,,相城区人民政府黄桥街道办事处,相城区人民政府,,,,苏州市姑苏区人民法院,,中国农业银行苏州黄桥支行,,"539701040000146","215132","4",苏州市相城区人民政府黄桥街道办事处,,,相城区人民政府黄桥街道办事处,"320500","320500",u,"090f9644-b2fc-11eb-bca6-fa163e11a32f","1","2026-03-12 01:00:10",,,,,,苏州市
"320506080000",,2020-08-05 21:59:46.000,"1",2026-01-17 22:39:51.000,5,"0","320506",0,"320506050000",危化科,苏苏吴,苏州市应急管理局,苏州市吴中区越溪苏街198号,苏州市吴中区人民政府,苏州市吴中区太湖东路288号,,苏州市姑苏区虎丘路88号,苏州市姑苏区人民法院,苏州市姑苏区金储街298号,工商银行吴中支行,吴中区东吴北路18号,"1102026209000058227
","215104","4",苏州市吴中区应急管理局,,,苏州市吴中区应急管理局,"320500","320500",u,"090eee15-b2fc-11eb-bca6-fa163e11a32f","1","2026-03-12 01:00:10",,,,,,苏州市
"320507130000",,2020-08-05 21:59:46.000,"1",2020-10-21 10:37:16.000,48,-1,"320507",0,"320507480000",望亭镇安全办,苏苏相望,苏州市应急管理局,苏州市相城区嘉元路6号,相城区人民政府,苏州市相城区阳澄湖东路8号行政中心主楼2号楼,苏州市应急管理局,苏州市虎丘路88号,苏州市姑苏区人民法院,苏州市金储街298号,中国工商银行相城支行,苏州市相城区嘉元路666号,"1102026509000073364
","215131","4",苏州市相城区应急管理局,,"2",苏州市相城区应急管理局,"0","320500",u,"090ef1b8-b2fc-11eb-bca6-fa163e11a32f","1","2026-03-12 01:00:10",,,,,,苏州市
DEPT320585396669934286934016,"1",2021-01-28 14:24:43.000,"1",2026-01-17 22:40:00.000,7,"0","320585030000",1,"320585030100",综合中队,苏苏太,,苏州市太仓市高新区县府东街99号,太仓市人民政府,,苏州市应急管理局,,常熟市人民法院,,工商银行太仓支行,,"1102024009000121073","215400","5",太仓市应急管理局,,,太仓市应急管理局,"320500","320500",u,"090f9cf2-b2fc-11eb-bca6-fa163e11a32f","1","2026-03-12 01:00:10",,,,,,苏州市
DEPT320500283923043422572544,"1",2020-08-05 21:59:46.000,"1",2026-01-17 22:39:56.000,42,"0","320581",1,"320581420000",莫城街道,苏苏常莫,,常熟市富阳路 8 号,常熟市人民政府,常熟市金沙江路6号,,,苏州市姑苏区人民法院,张家港市人民东路100号 ,中国农业银行常熟分行,常熟市海虞北路17号,"007001","215500","4",常熟市人民政府莫城街道办事处,,,常熟市人民政府莫城街道办事处,"320500","320500",u,"090f941d-b2fc-11eb-bca6-fa163e11a32f","1","2026-03-12 01:00:10",,,,,,苏州市
DEPT320500283918440480116736,"1",2020-08-05 21:59:46.000,"1",2026-01-17 22:39:56.000,38,"0","320581",1,"320581290000",经开区,苏苏常经,,通港路88号滨江国际大厦,常熟市人民政府,常熟市金沙江路6号,,,苏州市姑苏区人民法院,张家港市人民东路100号,中国农业银行常熟市支行,,,"215513","4",常熟经济技术开发区管理委员会安全生产监督管理和环境保护局,,,常熟经济技术开发区管理委员会安全生产监督管理和环境保护局,"320500","320500",u,"090f93f3-b2fc-11eb-bca6-fa163e11a32f","1","2026-03-12 01:00:10",,,,,,苏州市
"320505040000",,2020-08-05 21:59:46.000,"1",2026-01-17 22:39:51.000,5,"0","320505",0,"320505050000",危化品监管处,苏苏高,苏州市应急管理局,苏州市高新区科普路59号,苏州市虎丘区人民政府,苏州市虎丘区科普路58号,苏州市应急管理局,苏州市姑苏区虎丘路88号,吴中区人民法院,姑苏区金储路298号,浦发银行新区支行,苏州市虎丘区狮山路8号,"89030155260000505，账户名：苏州高新区非税收入财政汇缴专户","215163","4",苏州高新区（虎丘区）应急管理局,,,苏州高新区（虎丘区）应急管理局,"320500","320500",u,"090eec66-b2fc-11eb-bca6-fa163e11a32f","1","2026-03-12 01:00:10",,,,,,苏州市
DEPT320500635480415766843392,"1",2022-11-18 14:12:19.000,"1",2026-01-17 22:39:59.000,50014,"0","320509",1,"320509011400",危化中队,苏苏江,,苏州市吴江区永康路536号,苏州市吴江区人民政府,,苏州市应急管理局,,苏州市吴中区人民法院,,苏州农村商业银行营业部（原名：吴江农村商业银行）,,"0706678011120100448577","215200","4",苏州市吴江区应急管理局,,"2",苏州市吴江区应急管理局,"320500","320500",u,f6850af9-6763-11ed-8131-fa163e11a32f,"1","2026-03-12 01:00:10",,,,,,苏州市
DEPT320500408286658337705984,"1",2021-03-01 15:45:26.000,"1",2026-01-17 22:39:57.000,22,"0","320582",1,"320582180000",金港镇综合行政执法局,苏苏张,,张家港市暨阳东路252号,张家港市人民政府,,苏州市应急管理局,,常熟市人民法院,,中国工商银行张家港市财税大厦分理处,,"1102028809000002192-002","215600","4",张家港市应急管理局,,,张家港市应急管理局,"320500","320500",u,"090f97a5-b2fc-11eb-bca6-fa163e11a32f","1","2026-03-12 01:00:10",,,,,,苏州市
"320506030000",,2020-08-05 21:59:46.000,"1",2026-01-17 22:39:51.000,4,"0","320506",0,"320506040000",法制科,苏苏吴,苏州市应急管理局,苏州市吴中区越溪苏街198号,苏州市吴中区人民政府,苏州市吴中区太湖东路288号,,苏州市姑苏区虎丘路88号,苏州市姑苏区人民法院,苏州市姑苏区金储街298号,工商银行吴中支行,吴中区东吴北路18号,"1102026209000058227
","215104","4",苏州市吴中区应急管理局,,,苏州市吴中区应急管理局,"320500","320500",u,"090eed47-b2fc-11eb-bca6-fa163e11a32f","1","2026-03-12 01:00:10",,,,,,苏州市
"320507050000",,2020-08-05 21:59:46.000,"1",2026-01-17 22:39:52.000,1,"0","320507",0,"320507010000",局领导,苏苏相,苏州市应急管理局,苏州市相城区嘉元路6号,相城区人民政府,苏州市相城区阳澄湖东路8号行政中心主楼2号楼,苏州市应急管理局,苏州市虎丘路88号,苏州市姑苏区人民法院,苏州市金储街298号,中国工商银行相城支行,苏州市相城区嘉元路666号,"1102026509000073364
","215131","4",苏州市相城区应急管理局,,,苏州市相城区应急管理局,"320500","320500",u,"090eefcc-b2fc-11eb-bca6-fa163e11a32f","1","2026-03-12 01:00:10",,,,,,苏州市
"320509000011","689e54cc-3f33-456d-a16b-d451c0a3daf7",2021-04-15 10:41:33.000,"1",2026-01-17 22:39:53.000,50012,"0","320509",0,"320509010700",四中队,苏苏江,吴江区,苏州市吴江区永康路536号,苏州市吴江区人民政府,,苏州市应急管理局,,苏州市吴中区人民法院,,苏州农村商业银行营业部（原名：吴江农村商业银行）,,"0706678011120100448577","215200","4",苏州市吴江区应急管理局,,"2",苏州市吴江区应急管理局,"320500","320500",u,"090ef48d-b2fc-11eb-bca6-fa163e11a32f","1","2026-03-12 01:00:10",,,,,,苏州市
DEPT320500415100179977342976,"1",2021-03-20 10:59:56.000,"1",2026-01-17 22:39:58.000,12,"0","320508",1,"320508160000",双塔街道,苏苏姑,,苏州市姑苏区西环路2115号,姑苏区人民政府,,苏州市应急管理局,,吴中区人民法院,,中国工商银行苏州分行,,执法机构代码：10441001,"215000","4",苏州市姑苏区应急管理局,,,苏州市姑苏区综合行政执法局,"320500","320500",u,"090f99c9-b2fc-11eb-bca6-fa163e11a32f","1","2026-03-12 01:00:10",,,,,,苏州市
DEPT320500280733918544531456,"1",2020-08-05 21:59:46.000,"1",2026-01-17 22:39:55.000,44,"0","320585",0,"320585430000",沙溪镇,苏苏太沙,,苏州市太仓市高新区县府东街99号,太仓市人民政府,苏州市太仓市高新区县府东街99号,苏州市应急管理局,苏州市姑苏区虎丘路88号,常熟市人民法院,苏州市昆山市前进东路1258号,工商银行太仓支行,苏州市太仓市上海东路10号,"1102024009000121073","215400","4",沙溪镇应急管理局,,,太仓市应急管理局,"320500","320500",u,"090f8c5c-b2fc-11eb-bca6-fa163e11a32f","1","2026-03-12 01:00:10",,,,,,苏州市
DEPT320500280738878946545664,"1",2020-08-05 21:59:46.000,"1",2026-01-17 22:39:55.000,42,"0","320506",0,"320506420000",郭巷街道,苏苏吴郭,,苏州市吴中区郭巷街道郭新东路97号,苏州市吴中区人民政府,苏州市吴中区太湖东路288号,,苏州市姑苏区虎丘路88号,苏州市姑苏区人民法院,苏州市姑苏区金储街298号,中国农业银行郭巷支行,吴中区东吴北路18号,"540901040005080，户名：苏州吴中经济技术开发区非税收入财政汇缴账号，开户行：农行苏州吴中新城支行。请勿直接转账，需携带本文书及缴款通知书至农行郭巷支行缴纳，地址：吴中郭巷街道郭新东路4号","215104","4",苏州市吴中区人民政府郭巷街道办事处,,,苏州市吴中区人民政府郭巷街道办事处,"320500","320500",u,"090f8d59-b2fc-11eb-bca6-fa163e11a32f","1","2026-03-12 01:00:10",,,,,,苏州市
DEPT320500280734892445143040,"1",2020-08-05 21:59:46.000,"1",2026-01-17 22:39:55.000,41,"0","320505",0,"320505410000",浒墅关经济技术开发区安全生产监督管理局,苏苏高,,苏州市高新区科普路58号,苏州市虎丘区人民政府,苏州市虎丘区科普路58号,苏州市应急管理局,苏州市姑苏区虎丘路88号,吴中区人民法院,姑苏区金储路298号,浦发银行新区支行,苏州市虎丘区狮山路8号,"89030155260000505，账户名：苏州高新区非税收入财政汇缴专户","215163","4",苏州高新区（虎丘区）应急管理局,,"1",苏州高新区（虎丘区）应急管理局,"320500","320500",u,"090f8c73-b2fc-11eb-bca6-fa163e11a32f","1","2026-03-12 01:00:10",,,,,,苏州市
"320505060000",,2020-08-05 21:59:46.000,"1",2026-01-17 22:39:51.000,2,"0","320505",0,"320505020000",办公室,苏苏高,苏州市应急管理局,苏州市高新区科普路61号,苏州市虎丘区人民政府,苏州市虎丘区科普路58号,苏州市应急管理局,苏州市姑苏区虎丘路88号,吴中区人民法院,姑苏区金储路298号,浦发银行新区支行,苏州市虎丘区狮山路8号,"89030155260000505，账户名：苏州高新区非税收入财政汇缴专户","215163","4",苏州高新区（虎丘区）应急管理局,,,苏州高新区（虎丘区）应急管理局,"320500","320500",u,"090eecf6-b2fc-11eb-bca6-fa163e11a32f","1","2026-03-12 01:00:10",,,,,,苏州市
DEPT320200377925381384048640,"1",2020-12-07 21:00:33.000,"1",2026-01-17 22:39:55.000,99,"0","320506",1,"320506990000",临时部门,行政区简称,,单位地址,,,,,,,,,,"545612","4",临时部门,,,,"320500","320500",u,c3899a18-f3c4-11f0-b0af-fa163e11a32f,"1","2026-03-12 01:00:10",,,,,,苏州市
DEPT320500282960576265588736,"1",2020-08-05 21:59:46.000,"1",2026-01-17 22:39:56.000,22,"0","320583",1,"320583220000",其他执法人员,苏苏昆,,昆山市夏东街689号A栋,昆山市人民政府,昆山市前进西路1801号B栋609,苏州市应急管理局,苏州市虎丘路88号,常熟市人民法院,张家港市人民东路100号,中国建设银行股份有限公司昆山分行营业部,, 32201986436051511978-703201,,"4",昆山市应急管理局,,,昆山市应急管理局,"320500","320500",u,"090f9226-b2fc-11eb-bca6-fa163e11a32f","1","2026-03-12 01:00:10",,,,,,苏州市
"320581020000",,2020-08-05 21:59:46.000,"1",2026-01-17 22:39:54.000,37,"0","320581",0,"320581370000",其他执法人员,苏苏常,苏州市应急管理局,常熟市富阳路8号,常熟市人民政府,常熟市金沙江路8号,苏州市应急管理局,苏州市姑苏区虎丘路88号,苏州市姑苏区人民法院,张家港市人民东路100号,中国农业银行常熟分行,,账号029701或通过常熟市罚没缴款电子通知书二维码扫码缴费,"215500","4",常熟市应急管理局,,,常熟市应急管理局,"320500","320500",u,"090ef80c-b2fc-11eb-bca6-fa163e11a32f","1","2026-03-12 01:00:10",,,,,,苏州市
DEPT320500439065785038540800,"0effa5bb-7711-488c-916c-c23830a77bfd",2021-05-25 14:10:42.000,"1",2026-01-17 22:39:58.000,50271,"0","320509",1,"32050906105",黎里镇综合执法局,苏苏江黎,,汾湖高新区芦莘大道1118号,苏州市吴江区人民政府,,,,苏州市吴中区人民法院,,江苏省汾湖高新技术产业开发区财政和资产管理局非税收入专户,,苏州农村商业银行芦墟支行0706678081120100295946,"215200","4",苏州市吴江区黎里镇综合行政执法局,,"2",苏州市吴江区黎里镇人民政府,"320500","320500",u,f32a5c4d-2c46-11ec-b626-fa163e11a32f,"1","2026-03-12 01:00:10",,,,,,苏州市
"320509100900","102785a6-8a70-4695-9ffd-4798d631ba3a",2021-05-10 17:41:13.000,"1",2026-01-27 12:39:39.000,50104,"0","320509",0,"320509050100",江苏省吴江东太湖生态旅游度假区管理办公室安环局,苏苏江东,太湖新城,,苏州市吴江区人民政府,,苏州市应急管理局,,苏州市吴中区人民法院,,,,,"215200","4",江苏省吴江东太湖生态旅游度假区管理办公室,,"1",江苏省吴江东太湖生态旅游度假区管理办公室,"320500","320500",u,"090ef4db-b2fc-11eb-bca6-fa163e11a32f","1","2026-03-12 01:00:10",,,,,,苏州市
DEPT320500415097797126131712,"1",2021-03-20 10:50:28.000,"1",2026-01-17 22:39:58.000,9,"0","320508",1,"320508130000",金阊街道,苏苏姑,,苏州市姑苏区平川路510号,姑苏区人民政府,,苏州市应急管理局,,吴中区人民法院,,中国工商银行苏州分行,,执法机构代码：10441001,"215000","4",苏州市姑苏区应急管理局,,,苏州市姑苏区综合行政执法局,"320500","320500",u,"090f993b-b2fc-11eb-bca6-fa163e11a32f","1","2026-03-12 01:00:10",,,,,,苏州市
DEPT320500635481507963604992,"1",2022-11-18 14:16:39.000,,2026-01-17 22:39:59.000,50015,"0","320509",1,"320509011500",工贸中队, 苏苏江,,苏州市吴江区永康路536号,苏州市吴江区人民政府,,苏州市应急管理局,,苏州市吴中区人民法院,,苏州农村商业银行营业部（原名：吴江农村商业银行）,,"0706678011120100448577","215200","4",苏州市吴江区应急管理局,,"2",苏州市吴江区应急管理局,"320500","320500",u,f6850b27-6763-11ed-8131-fa163e11a32f,"1","2026-03-12 01:00:10",,,,,,苏州市
"320501030000",,2020-08-05 21:59:46.000,"1",2026-01-17 22:39:51.000,9,"0","320501",0,"320501090000",规划科技处,苏苏,江苏省应急厅,苏州市姑苏区虎丘路88号,苏州市人民政府,苏州市姑苏区三香路998号,江苏省应急管理厅,南京市鼓楼区北京西路15号,姑苏区人民法院,苏州市姑苏区金储街298号,工行,无,无,"215026","4",苏州市应急管理局,,,苏州市应急管理局,"320500","320500",u,"090eea5e-b2fc-11eb-bca6-fa163e11a32f","1","2026-03-12 01:00:10",,,,,,苏州市
"320505010000",,2020-08-05 21:59:46.000,"1",2026-01-17 22:39:51.000,3,"0","320505",0,"320505030000",执法大队,苏苏高,苏州市应急管理局,苏州市高新区科普路58号,苏州市虎丘区人民政府,苏州市虎丘区科普路58号,苏州市应急管理局,苏州市姑苏区虎丘路88号,吴中区人民法院,姑苏区金储路298号,浦发银行新区支行,苏州市虎丘区狮山路8号,"89030155260000505，账户名：苏州高新区非税收入财政汇缴专户","215163","4",苏州高新区（虎丘区）应急管理局,,,苏州高新区（虎丘区）应急管理局,"320500","320500",u,"090eebf1-b2fc-11eb-bca6-fa163e11a32f","1","2026-03-12 01:00:10",,,,,,苏州市
