场景,企业ID,企业名称,管理类别,风险等级,预测风险等级,是否发生事故,安全生产标准化建设情况,企业职工总人数,专职安全生产管理人员数,兼职安全生产管理人员数,上一年经营收入,固定资产,是否发现问题隐患 0-否 1-是,具体风险描述,管控措施,安全等级,企业规模,行业监管大类,国民经济大类,报告时间,数据来源,是否规上企业,是否投保,是否履行三同时手续,厂中厂,有风险项,爆炸性粉尘企业,氨制冷企业,有限空间企业,重大危险源,金属冶炼企业,燃气企业,有限空间作业企业,危化品企业,风险重点企业,关键风险企业,数据有效标识,危化品企业标识,危险化学品使用,有限空间关键企业,最近风险报告ID,安全管理人员数量,部门安全管理人员数量,专职安全管理人持证员数,兼职安全管理人持证员数,特种作业持证人数,投保金额,工伤保险支出（万元）,投保人数,上一年人员流动率,总风险数,A级风险数,B级风险数,C级风险数,D级风险数,曾发事故的风险数,检查总次数,检查发现问题次数,隐患总数,一般隐患数,重大隐患数,未整改隐患数,文书总数,立案文书数,检查文书数,处罚金额,干式除尘系统数量,除尘作业次数,转炉数量,电炉数量,生产状态,经营状态,国民经济门类,国民经济中类,国民经济小类,经度,纬度,危化品储罐数量,重大危险源数量,消防设施完好率,气体检测仪在线率,高炉容积_m3,煤气柜容量_万m3,铁水包在线数量,炉壳温度测点完好率,煤气报警器覆盖率,抛光工位数量,湿式除尘器数量,粉尘清扫制度执行率,防爆电气覆盖率,静电接地完好率,高炉数量
dust,DUST-2-001,联创铝镁粉尘制品厂（模拟-黄）,3021,2,黄,0,3,769,6,3,39650,140082,1,部分工位粉尘浓度监测偏高，湿式除尘水位需定期复核,一周内完成高浓度工位除尘能力评估与增湿措施,B级,中型,粉尘涉爆,金属制品业,2026-04-21,演示CSV,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,RPT-573489,9,3,6,3,56,1205.57,67.92,644,0.072,1,0,0,0,1,0,23,8,11,11,0,0,5,0,5,0.0,2,32,0,0,正常生产,正常,制造业,金属制品业,金属结构制造,120.812548,31.312524,,,,,,,,,,6,3,0.87,0.85,0.8,
dust,DUST-2-002,宏粉尘铝镁粉尘制品厂（模拟-黄）,3022,2,黄,0,2,133,1,0,6609,114213,1,部分工位粉尘浓度监测偏高，湿式除尘水位需定期复核,一周内完成高浓度工位除尘能力评估与增湿措施,B级,中型,粉尘涉爆,金属制品业,2026-05-09,演示CSV,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,RPT-401601,1,1,1,0,7,1036.48,50.45,95,0.057,2,0,0,0,1,0,17,6,7,7,0,0,1,0,1,0.0,2,81,0,0,正常生产,正常,制造业,金属制品业,金属结构制造,120.724245,31.108218,,,,,,,,,,10,3,0.74,0.79,0.77,
dust,DUST-2-003,顺达铝镁粉尘制品厂（模拟-黄）,3023,2,黄,0,2,479,2,1,40411,173446,1,部分工位粉尘浓度监测偏高，湿式除尘水位需定期复核,一周内完成高浓度工位除尘能力评估与增湿措施,B级,中型,粉尘涉爆,金属制品业,2026-04-12,演示CSV,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,RPT-693830,3,1,2,1,28,269.27,61.87,330,0.118,3,0,0,0,2,0,22,1,2,2,0,0,3,0,3,0.0,0,115,0,0,正常生产,正常,制造业,金属制品业,金属结构制造,121.030483,31.376194,,,,,,,,,,9,3,0.75,0.79,0.78,
dust,DUST-2-004,新铝铝镁粉尘制品厂（模拟-黄）,3024,2,黄,0,2,621,3,1,3947,41784,1,部分工位粉尘浓度监测偏高，湿式除尘水位需定期复核,一周内完成高浓度工位除尘能力评估与增湿措施,B级,中型,粉尘涉爆,金属制品业,2026-05-21,演示CSV,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,RPT-386436,4,1,3,1,20,1473.58,34.16,462,0.049,3,0,0,0,2,0,19,1,1,1,0,0,4,0,4,0.0,2,106,0,0,正常生产,正常,制造业,金属制品业,金属结构制造,121.093134,31.526934,,,,,,,,,,6,1,0.76,0.89,0.75,
dust,DUST-2-005,泰和铝镁粉尘制品厂（模拟-黄）,3025,2,黄,0,2,249,2,1,9493,67982,1,部分工位粉尘浓度监测偏高，湿式除尘水位需定期复核,一周内完成高浓度工位除尘能力评估与增湿措施,B级,中型,粉尘涉爆,金属制品业,2026-05-25,演示CSV,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,RPT-837852,3,1,2,1,8,1599.73,56.76,154,0.068,2,0,0,0,1,0,23,6,6,6,0,0,4,0,4,0.0,1,114,0,0,正常生产,正常,制造业,金属制品业,金属结构制造,120.542302,31.018742,,,,,,,,,,3,3,0.81,0.83,0.83,
dust,DUST-2-006,瑞丰铝镁粉尘制品厂（模拟-黄）,3026,2,黄,0,2,467,3,1,27044,6467,1,部分工位粉尘浓度监测偏高，湿式除尘水位需定期复核,一周内完成高浓度工位除尘能力评估与增湿措施,B级,中型,粉尘涉爆,金属制品业,2026-04-21,演示CSV,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,RPT-717476,4,1,3,1,20,293.92,70.94,414,0.1,2,0,0,0,2,0,24,3,6,6,0,0,4,0,4,0.0,0,62,0,0,正常生产,正常,制造业,金属制品业,金属结构制造,121.279118,31.076379,,,,,,,,,,3,5,0.8,0.88,0.78,
dust,DUST-2-007,广益铝镁粉尘制品厂（模拟-黄）,3027,2,黄,0,2,784,4,2,15984,27949,1,部分工位粉尘浓度监测偏高，湿式除尘水位需定期复核,一周内完成高浓度工位除尘能力评估与增湿措施,B级,中型,粉尘涉爆,金属制品业,2026-05-22,演示CSV,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,RPT-891093,6,2,4,2,42,1656.15,57.68,486,0.111,1,0,0,0,1,0,18,5,6,6,0,0,1,0,1,0.0,2,101,0,0,正常生产,正常,制造业,金属制品业,金属结构制造,121.486532,31.323208,,,,,,,,,,7,2,0.79,0.81,0.82,
dust,DUST-2-008,鑫源抛光车间（模拟-黄）,3028,2,黄,0,2,321,2,1,23564,133995,1,部分工位粉尘浓度监测偏高，湿式除尘水位需定期复核,一周内完成高浓度工位除尘能力评估与增湿措施,B级,中型,粉尘涉爆,金属制品业,2026-05-10,演示CSV,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,RPT-775981,3,1,2,1,23,2406.4,53.05,223,0.081,2,0,0,0,2,0,16,5,8,8,0,0,1,0,1,0.0,1,94,0,0,正常生产,正常,制造业,金属制品业,金属结构制造,121.054316,31.791818,,,,,,,,,,2,4,0.87,0.83,0.76,
dust,DUST-2-009,联创抛光车间（模拟-黄）,3029,2,黄,0,2,659,4,2,4554,119101,1,部分工位粉尘浓度监测偏高，湿式除尘水位需定期复核,一周内完成高浓度工位除尘能力评估与增湿措施,B级,中型,粉尘涉爆,金属制品业,2026-05-24,演示CSV,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,RPT-648141,6,2,4,2,37,1069.8,74.26,548,0.071,1,0,0,0,1,0,17,6,6,6,0,0,2,0,2,0.0,1,106,0,0,正常生产,正常,制造业,金属制品业,金属结构制造,121.097886,31.789227,,,,,,,,,,7,1,0.77,0.83,0.79,
dust,DUST-2-010,宏粉尘抛光车间（模拟-黄）,3030,2,黄,0,2,298,1,0,22347,22365,1,部分工位粉尘浓度监测偏高，湿式除尘水位需定期复核,一周内完成高浓度工位除尘能力评估与增湿措施,B级,中型,粉尘涉爆,金属制品业,2026-04-17,演示CSV,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,RPT-686072,1,1,1,0,12,2233.32,66.92,234,0.094,3,0,0,0,2,0,32,3,5,5,0,0,2,0,2,0.0,2,107,0,0,正常生产,正常,制造业,金属制品业,金属结构制造,121.412448,31.093453,,,,,,,,,,8,5,0.78,0.8,0.76,
metallurgy,META-2-001,宝钢钢铁炼铁厂（模拟-黄）,2021,2,黄,0,3,426,3,1,12863,183845,1,TRT机组振动值略高但在可控范围，已列入维保计划,安排TRT机组专项维保并复核振动监测阈值,B级,中型,冶金,黑色金属冶炼和压延加工业,2026-05-20,演示CSV,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,RPT-795928,4,1,3,1,28,1853.49,20.65,361,0.117,2,0,0,0,2,0,21,7,8,8,0,0,3,0,3,0.0,0,0,0,2,正常生产,正常,制造业,黑色金属冶炼和压延加工业,炼铁,120.626246,31.965354,,,,,2000,8,9,0.78,0.88,,,,,,1
metallurgy,META-2-002,龙腾钢铁炼铁厂（模拟-黄）,2022,2,黄,0,2,187,1,0,5403,124074,1,TRT机组振动值略高但在可控范围，已列入维保计划,安排TRT机组专项维保并复核振动监测阈值,B级,中型,冶金,黑色金属冶炼和压延加工业,2026-05-28,演示CSV,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,RPT-853629,1,1,1,0,13,1407.22,47.87,131,0.089,2,0,0,0,1,0,22,6,9,9,0,0,5,0,5,0.0,0,0,2,2,正常生产,正常,制造业,黑色金属冶炼和压延加工业,炼铁,120.73477,31.6844,,,,,2000,12,3,0.81,0.81,,,,,,1
metallurgy,META-2-003,华冶钢铁炼铁厂（模拟-黄）,2023,2,黄,0,2,142,1,0,45982,79503,1,TRT机组振动值略高但在可控范围，已列入维保计划,安排TRT机组专项维保并复核振动监测阈值,B级,中型,冶金,黑色金属冶炼和压延加工业,2026-04-15,演示CSV,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,RPT-656968,1,1,1,0,6,1934.5,22.6,99,0.054,2,0,0,0,1,0,14,1,3,3,0,0,3,0,3,0.0,0,0,1,1,正常生产,正常,制造业,黑色金属冶炼和压延加工业,炼铁,121.109492,31.382544,,,,,1200,20,11,0.78,0.84,,,,,,1
metallurgy,META-2-004,鑫钢钢铁炼铁厂（模拟-黄）,2024,2,黄,0,2,301,1,0,30990,76400,1,TRT机组振动值略高但在可控范围，已列入维保计划,安排TRT机组专项维保并复核振动监测阈值,B级,中型,冶金,黑色金属冶炼和压延加工业,2026-05-16,演示CSV,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,RPT-579027,1,1,1,0,21,621.87,36.93,201,0.079,3,0,0,0,2,0,35,3,3,3,0,0,5,0,5,0.0,0,0,1,0,正常生产,正常,制造业,黑色金属冶炼和压延加工业,炼铁,120.737206,31.571923,,,,,2000,14,2,0.87,0.86,,,,,,1
metallurgy,META-2-005,中联钢铁炼铁厂（模拟-黄）,2025,2,黄,0,2,619,3,1,40241,196342,1,TRT机组振动值略高但在可控范围，已列入维保计划,安排TRT机组专项维保并复核振动监测阈值,B级,中型,冶金,黑色金属冶炼和压延加工业,2026-04-28,演示CSV,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,RPT-201883,4,1,3,1,45,1838.05,31.63,494,0.075,2,0,0,0,2,0,29,5,6,6,0,0,2,0,2,0.0,0,0,0,2,正常生产,正常,制造业,黑色金属冶炼和压延加工业,炼铁,121.079574,31.73236,,,,,800,14,7,0.84,0.82,,,,,,1
metallurgy,META-2-006,北方钢铁炼铁厂（模拟-黄）,2026,2,黄,0,3,414,2,1,11283,68363,1,TRT机组振动值略高但在可控范围，已列入维保计划,安排TRT机组专项维保并复核振动监测阈值,B级,中型,冶金,黑色金属冶炼和压延加工业,2026-04-20,演示CSV,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,RPT-986827,3,1,2,1,28,1074.91,65.35,251,0.041,2,0,0,0,1,0,29,5,7,7,0,0,1,0,1,0.0,0,0,0,1,正常生产,正常,制造业,黑色金属冶炼和压延加工业,炼铁,121.036572,31.454786,,,,,2000,17,12,0.86,0.81,,,,,,1
metallurgy,META-2-007,扬子钢铁炼铁厂（模拟-黄）,2027,2,黄,0,3,65,1,0,40482,59030,1,TRT机组振动值略高但在可控范围，已列入维保计划,安排TRT机组专项维保并复核振动监测阈值,B级,中型,冶金,黑色金属冶炼和压延加工业,2026-04-17,演示CSV,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,RPT-616554,1,1,1,0,1,718.66,47.63,39,0.071,3,0,0,0,2,0,34,2,5,5,0,0,1,0,1,0.0,0,0,2,1,正常生产,正常,制造业,黑色金属冶炼和压延加工业,炼铁,120.871012,31.949381,,,,,3200,9,8,0.83,0.87,,,,,,1
metallurgy,META-2-008,金泰轧钢厂（模拟-黄）,2028,2,黄,0,3,326,3,1,14738,117230,1,TRT机组振动值略高但在可控范围，已列入维保计划,安排TRT机组专项维保并复核振动监测阈值,B级,中型,冶金,黑色金属冶炼和压延加工业,2026-05-09,演示CSV,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,RPT-517479,4,1,3,1,11,2713.52,76.43,296,0.106,2,0,0,0,1,0,28,4,6,6,0,0,5,0,5,0.0,0,0,2,0,正常生产,正常,制造业,黑色金属冶炼和压延加工业,炼铁,120.591673,31.212106,,,,,800,6,7,0.79,0.82,,,,,,1
metallurgy,META-2-009,宝钢轧钢厂（模拟-黄）,2029,2,黄,0,2,110,1,0,38929,57610,1,TRT机组振动值略高但在可控范围，已列入维保计划,安排TRT机组专项维保并复核振动监测阈值,B级,中型,冶金,黑色金属冶炼和压延加工业,2026-05-13,演示CSV,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,RPT-215266,1,1,1,0,6,150.12,11.04,103,0.103,2,0,0,0,1,0,21,6,7,7,0,0,2,0,2,0.0,0,0,0,2,正常生产,正常,制造业,黑色金属冶炼和压延加工业,炼铁,120.737932,31.323771,,,,,1200,13,2,0.78,0.84,,,,,,1
metallurgy,META-2-010,龙腾轧钢厂（模拟-黄）,2030,2,黄,0,3,105,1,0,24226,135542,1,TRT机组振动值略高但在可控范围，已列入维保计划,安排TRT机组专项维保并复核振动监测阈值,B级,中型,冶金,黑色金属冶炼和压延加工业,2026-04-09,演示CSV,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,RPT-602248,1,1,1,0,7,1239.46,17.56,70,0.097,1,0,0,0,1,0,32,2,5,5,0,0,5,0,5,0.0,0,0,2,2,正常生产,正常,制造业,黑色金属冶炼和压延加工业,炼铁,120.943562,31.899267,,,,,2000,9,3,0.78,0.86,,,,,,1
